,location,google_results
1704,"Seattle, Washington, USA - Extended Abstracts",9430000
1705,"Aarhus, DK",72100000
1706,"Manchester, UK - State of the Art Reports",42900000
1707,"Manchester, UK - Tutorials",4680000
1708,Lübeck,44000000
1709," Portsmouth, Virginia, USA",24900000
1710,Paderborn,58900000
1711," Hawaii, USA",437000000
1712," Las Vegas, Nevada, USA - Volume 1",23600000
1713,"Manchester, UK - Short Presentations",6590000
1714," Madison, WI, USA",299000000
1715," Chantilly, Virginia, USA",46300000
1716,"Manzanillo, Mexico",12400000
1717,"Port Jefferson, NY, USA",53700000
1718," Quebec City, Canada - Volume IV",43100000
1719,"Tampere, Finland - Workshops",1040000
1720,"Tbilisi, Georgia",48900000
1721,Hawaii,423000000
1722,"Grenoble, France (Part of ETAPS 2002)",1460000
1723,"Seville, Spain",66300000
1724," Niagara-on-the-Lake, Ontario, Canada",50200000
1725,"Hagen, Germany",61400000
1726," Sydney, NSW, Australia",292000000
1727,"Belfast, Northern Ireland",91800000
1728,"Estes Park, Colorado, USA",13700000
1729,"Tempe, Arizona, USA",36600000
1730,"Aberystwyth, Wales, UK",6470000
1731,"Orlando, Flordia, USA",348000000
1732,"Stanford University, CA, USA",118000000
1733," Scottsdale, Arizona, USA - Volume 5",3210000
1734," Scottsdale, Arizona, USA - Volume 4",2230000
1735," Scottsdale, Arizona, USA - Volume 3",2790000
1736,"Edmonton, Canada",126000000
1737," Scottsdale, Arizona, USA - Volume 1",3520000
1738,"Cardiff, UK",112000000
1739,"Nürnberg, Germany - E-Business - Integration industrieller ERP-Architekturen",191000
1740," Quebec City, Canada - Volume II",230000000
1741,"Nürnberg, Germany",97200000
1742,"Melbourne, Victoria, Austrialia",394000000
1743," Quebec City, Canada - Volume III",128000000
1744," Quebec City, Canada - Volume I",58900000
1745,"San Antonio, Texas, USA - Abstracts and Applications",6500000
1746," Tempe, Arizona, USA",36600000
1747,"Tübingen, Germany",44200000
1748,"Birmingham, Alabama, USA",176000000
1749," Calgary, Alberta, Canada",153000000
1750,"San Antonio, Texas, USA - Electronic Art and Animation Catalog",18700000
1751,"Portland, OR, USA",371000000
1752,"Seattle, Washington, USA - Companion",17200000
1753,"Seattle, Washington, USA - Practitioners Reports",25900000
1754,"St. John's, Newfoundland, Canada",47300000
1755,"Calgary, Alberta, Canada",153000000
1756,"Montpellier, France - Workshops",15900000
1757,"Moncton, NB, Canada",18500000
1758,"Alexandria, VA, USA",56100000
1759,"Reims, France",102000000
1760,"Edmonton, Alberta, Canada",132000000
1761,"Orlanda, FL, USA",537000000
1762,"Sao Paulo, Brazil",238000000
1763,"Orlanda, FL, USA - Workshop on Software Architectures for Dependable Systems (WADS)",84000
1764,"Yasmine Hammamet, Tunisia - Volume 2",247000
1765,"Yasmine Hammamet, Tunisia - Volume 1",346000
1766,"Merida, Yucatan, Mexico",49200000
1767,"Southampton, Bermuda",29300000
1768,"Cambridge, USA",454000000
1769,Jena,76600000
1770," Greenbelt, Maryland, USA",3380000
1771,"Princeton, NY, USA",68500000
1772,"Cuenca, Spain",37000000
1773,"Las Palmas, Canary Islands, Spain",62200000
1774,Witten-Bommerholz,733000
1775," Ithaca, New York, USA",53900000
1776," St. Thomas, Virgin Islands, USA",50700000
1777,"Charlottesville, Virginia, USA",24000000
1778," Big Island, Hawaii, USA",151000000
1779,"Madrid, Spain(Supplement of Bioinformatics)",958000
1780,"Murcia, Cartagena, Spain",15100000
1781,"Shatin, N.T., China",1220000
1782,"Vienna, Austria - Volume 1",221000000
1783,"Los Angeles, California, USA - Web Program",977000000
1784,"Fethiye, Turkey - CACOA",66300
1785,"Niagara Falls, Ontario, Canada",26900000
1786,"Fethiye, Turkey",18000000
1787,"Vienna, Austria - Short Presentations",26300000
1788,"Vienna, Austria - Education Papers",49300000
1789," Cairns, Queensland, Australia",76900000
1790,"Hamilton, Canada",520000000
1791,"Papeete, Tahiti, French Polynesia",3510000
1792,"Tucson, Arizona, USA - ACM-L Workshop",440000
1793,"Wittenberg, Sachsen-Anhalt",13700000
1794," Minneapolis, Minnesota, USA - Volume 1",1020000000
1795," Minneapolis, Minnesota, USA - Volume 2",815000000
1796,"Atlanta, Georgia, USA - Workshops",68900000
1797,"Lisboa, Portugal - Workshops",31300000
1798,"Silicon Valley, California, USA",41900000
1799,"Kauai, Hawaii, USA",7940000
1800," Hong Kong, China - Volume I",365000000
1801,"Hong Kong, China - Volume II",1530000000
1802,"Hong Kong, China - Volume III",992000000
1803,"Hong Kong, China - Volume IV",184000000
1804,"Enschede, Netherlands",23000000
1805,"Gran Canaria, Spain",61700000
1806,"Vienna, Austria - Tutorials",1480000
1807," Bangkok, Thailand",423000000
1808,"Natal, Rio Grande do Norte, Brazil",125000000
1809,"Vienna, Austria (Part of ETAPS 2006)",574000
1810,"Zürich, Switzerland - SemWS",10800000
1811,"Vienna, Austria - State of the Art Reports",53700000
1812,"Charleston, SC, USA",69900000
1813,"Alcalá de Henares, Madrid, Spain",15200000
1814,"Tucson, Arizona, USA - Workshops",5870000
1815,"Orange County, CA, USA",1160000000
1816,"Palo Alto, California, USA - Workshops",162000000
1817,"Macao, China",137000000
1818,"Steamboat Springs, Colorado, USA",2020000
1819,"Frankfurt/Main, Germany - Workshops",60300000
1820,"Harbin, China",22900000
1821,"Carry-le-Rouet, Provence, France",638000
1822,"Boston, Massachusetts, USA - Teapot",61800000
1823,"Cholula, Puebla, Mexico",11600000
1824,"Palm Beach, Aruba",52200000
1825,"Boston, Massachusetts, USA - Special Sessions",105000000
1826,"Apizaco, Mexico - LoLaCOM",595
1827,"Hakodate, Japan / CCMMS 2007",18700
1828,"Melbourne, Australia - MW4SOC",1260
1829,"Melbourne, Australia - MODDM",1440000
1830,"Nottingham, United Kingdom",144000000
1831,"Cagliari, Sardinia, Italy",13100000
1832,"Hobart, Tasmania, Australia",67300000
1833,"Boston, Massachusetts, USA - Award Recipients",4150000
1834,"Boston, Massachusetts, USA - Courses",973000000
1835,"Boston, Massachusetts, USA - Educators Program",422000000
1836,"Boston, Massachusetts, USA - Emerging Technologies",82000000
1837,"Boston, Massachusetts, USA - Computer Animation Festival",14200000
1838,"Boston, Massachusetts, USA - Art Gallery",False
1839,"Boston, Massachusetts, USA - Panels",135000000
1840,"Boston, Massachusetts, USA - Research Posters",44000000
1841,"Boston, Massachusetts, USA - Sandbox",11400000
1842,"Sedona, Arizona, USA",13100000
1843,"Hakodate, Japan / Riva del Garda, Italy",159000
1844," Chicago, Illinois, USA - Volume 1",62700000
1845," Chicago, Illinois, USA - Volume 2",60000000
1846,"Boston, Massachusetts, USA - Sketches",33300000
1847," Taichung, Taiwan",23100000
1848,"Pathumthani, Thailand",4450000
1849,"Egham, Surrey, UK",2410000
1850,"New York, NY, USA - Workshops",26700000
1851,"Riva del Garda, Trentino, Italy",9560000
1852,"Seoul, Republic of Korea",73100000
1853,"Circuits, Logic, and Games 2006",20800000
1854,"New York, NY, USA - Volume 2",421000000
1855,"New York, NY, USA - Volume 1",314000000
1856,"Sofia, Bulgaria",71500000
1857,"Sitges, Barcelona, Spain",12800000
1858,"Hakodate, Japan / Luxembourg",553000
1859,"Nanjing, China - Selected Papers",1990000
1860,"New Haven, CT, USA",457000000
1861,"Acapulco, México",51600000
1862,"Kaohsiung, Taiwan, ROC",1930000
1863,"Gyeongju, South Korea",2340000
1864,"Bridgeport, CT, USA - TeNe",112000
1865,"Anchorage, AK, USA - Workshops",683000
1866,"Processing, Hardcopy, and Applications 2008",7790000
1867,"Princeton University, NJ, USA",66200000
1868,"Omaha, NE, USA",38400000
1869,"Carry-le-Rouet, France",970000
1870,"Hersonissos, Crete, Greece",2520000
1871,"São Paulo, SP, Brazil",250000000
1872,"St. John's, NL, Canada",33900000
1873,"Gargnano, Italy",415000
1874,"Cancún, México",124000000
1875,"Florence, Italy - BELIV",124000000
1876," Alexandria, VA, USA",55500000
1877,"Recife, Pernambuco, Brasila",65000000
1878,"Representation, Analysis and Visualization of Moving Objects 2008",32600000
1879,"Liverpool, England, UK",350000000
1880,"Haikou, China",5680000
1881,"Frauenwörth, Germany",192000
1882,"Winchester, United Kingdom",26700000
1883,"Pori, Finland - Local Proceedings",328000
1884,"Hersonissos, Crete, Greece - State of the Art Reports",194000
1885,"Hersonissos, Crete, Greece - Short Papers",192000
1886,"Hersonissos, Crete, Greece - Tutorials",80000
1887,"Barcelona, Spain - Workshops",47500000
1888,"Hsinchu, China",9680000
1889,"Hersonissos, Crete, Greece - Education Papers",93700
1890,"Eindhoven, The Netherlands - Posters",15100000
1891,"Barcelona , Spain",781000000
1892,"Estoril, Portugal / Budapest, Hungary",213000
1893,"Wollongong, New South Wales, Australia",21500000
1894,"Nuremberg, Germany - Workshops",10700000
1895,"Tenerife, Canary Islands, Spain - Posters",1810000
1896,"Temuco, Chile",20100000
1897,"Estoril, Portugal / TADA 2008",60500
1898,"Montreal, Québec, Canada - Workshops",38900000
1899,"Munich, Germany - Short Papers",59000000
1900,"Munich, Germany - Medical Prize",10600000
1901,"Munich, Germany - Education Papers",59700000
1902,"Munich, Germany - Areas Papers",81300000
1903,"Paris, France - Workshop on Data Mining and Audience Intelligence for Advertising",10700000
1904,"Paris, France - Workshop on CyberSecurity and Intelligence Informatics",1020000
1905,"Paris, France - Workshop on Data Mining using Matrices and Tensors",7380000
1906,"Paris, France - Workshop on Human Computation",27800000
1907,"Porto, Portugal - Revised Selected Papers",1440000
1908,"Vanoucer, BC, Canada - Volume 4",75100000
1909,"Vanoucer, BC, Canada - Volume 3",79100000
1910,"Vanoucer, BC, Canada - Volume 2",74100000
1911,"Vanoucer, BC, Canada - Volume 1",126000000
1912,"Paris, France - Workshop on Knowledge Discovery from Sensor Data",13100000
1913,"Los Angeles, California, USA - Volume 7",808000000
1914,"Los Angeles, California, USA - Volume 6",250000000
1915,"Los Angeles, California, USA - Volume 5",173000000
1916,"Los Angeles, California, USA - Volume 4",911000000
1917,"Los Angeles, California, USA - Volume 3",991000000
1918,"Paris, France - Workshop on Statistical and Relational Learning in Bioinformatics",580000
1919,"Los Angeles, California, USA - Volume 2",818000000
1920,"Beijing, China / Rotterdam, The Netherlands",15500000
1921,"Los Angeles, California, USA - Volume 1",1170000000
1922,"Paris, France - Workshop on Knowledge Discovery from Uncertain Data",14900000
1923,"João Pessoa, Brazil",32800000
1924,"Apizaco, Tlaxcala, Mexico",2480000
1925,"Newark, DE, USA",168000000
1926,"Paris, France - Workshop on Visual Analytics and Knowledge Discovery",9980000
1927,"Kelowna, British Columbia, Canada",22900000
1928,"Munich, Germany - State of the Art Reports",56200000
1929,"Playa del Carmen, Mexico",56700000
1930,"Playa del Carmen, Mexico - Special Track on Applications",14000000
1931,"Jena, Germany - Dyn3D Workshop",13700
1932,"Munich, Germany - Tutorials",881000
1933,"Baton Rouge, LA, USA",128000000
1934,"Bradford, West Yorkshire, UK",37600000
1935,"Rhodes, Greece - Part II",76200000
1936,"Rhodes, Greece - Part I",65900000
1937,"San Francisco, CA, USA - Workshops",848000000
1938,"Paris, Francea",28300000
1939,"Cape Town, South Africa - Volume 1",75000000
1940,"Cape Town, South Africa - Volume 2",64400000
1941,"Cape Town, South Africa - Volume 3",155000000
1942,"Cape Town, South Africa - Volume 4",65100000
1943,"Cape Town, South Africa - Volume 5",62700000
1944,"Tumkur, Karnataka, India",13800000
1945,"Chengdu, China - Volume 3",22100000
1946,"Tianjian, China - Volume 2",22400000
1947,"Tianjian, China - Volume 1",20900000
1948,"Tianjian, China - Volume 3",21600000
1949,"Novi Sad, Serbia",30100000
1950," Pasadena, CA, USA",41600000
1951,"Tianjian, China - Volume 6",29400000
1952,"Tianjian, China - Volume 5",19600000
1953,"Tianjian, China - Volume 4",19900000
1954,"Cordoba, Spain",88600000
1955,"Ohrid, Macedonia",5820000
1956,"Newark, New Jersey, USA",128000000
1957,"Kuala Lumpur, Maylaysia",213000000
1958,"Cetraro, Calabria, Italy",693000
1959,"Saint-Malo, France - DPM/SETOP",1060000
1960,"Wuhan, China - Volume 1",35100000
1961,"Wuhan, China - Volume 2",42400000
1962,"York, UK (Part of ETAPS 2009)",954000
1963,"Kunming, Yunnan, YT, China",916000
1964,Xi'an,740000000
1965,"Changsha, Hunan, China - Volume 1",2560000
1966,"Changsha, Hunan, China - Volume 2",2390000
1967,"Hangzhou, Zhejiang, P. R. China",13200000
1968,"Yasmine Hammamet, Tunisia",2140000
1969,"Dubai, UAE",614000000
1970,"Lake Buena Vista, Florida, USA",27700000
1971,"Naha, Okinawaw, Japan",7090000
1972,"Gramado, Brazil - Workshops",459000
1973,"Gramado, Brazil - PhD Colloquium",91400
1974,"Montréal, Canadae",187000000
1975,"Jeju, South Korea",20700000
1976,"Big Sky, Montana, USA",46900000
1977,"Providence, Rhode Island, USA - KEYS Workshop",2970000
1978,"Bradford, United Kingdom",72000000
1979,"Arequipa, Peru",58100000
1980,"Saariselkä, Finland",1570000
1981,"Budapest, Hungary / TADA 2009",449000
1982,"Chantilly, VA, USA",11800000
1983,"Chantilly, VA, USA - Ontology Matching",89600
1984,"Chantilly, VA, USA - Workshop on OWL",316000
1985,"Chantilly, VA, USA - Workshop on the role of Semantic Web in Provenance Management",15000
1986,"Hersonissos, Greece",3170000
1987,"Lyon, France (in conjuction with VLDB 2009)",44200
1988,"New Orleans, Louisiana, USA - Awards",67300000
1989,"New Orleans, Louisiana, USA - Courses",325000000
1990,"New Orleans, Louisiana, USA - Emerging Technologies",11300000
1991,"New Orleans, Louisiana, USA - Computer Animation Fesitval",12100000
1992,"New Orleans, Louisiana, USA - Art Gallery",False
1993,"New Orleans, Louisiana, USA - Music & Audio Proceedings",1280000
1994,"New Orleans, Louisiana, USA - Posters",31300000
1995,"New Orleans, Louisiana, USA - Talks Proceedings",792000
1996,"Washington, DC, USA - Joint Special Session",39500000
1997,"Bandung, Bali, Indonesia",200000000
1998,"Rio de Janeiro, Brazil - Tutorials",31500000
1999,"Saint Petersburg, Florida, USA",73200000
2000,"Barcelona, Spain - MobiHeld Workshop",2770
2001,"Barcelona, Spain - PRESTO Workshop",11000000
2002,"Barcelona, Spain - VISA Workshop",63800000
2003,"Barcelona, Spain - WOSN",88800000
2004,"Barcelona, Spain - WREN Workshop",10200000
2005,"Budapest, Hungary / Pasadena, USA / Turin, Italy",590000
2006,"Chattanooga, TN, USA",28800000
2007,"Gold Cost, Australia",666000000
2008,"Mérida, Spain",36700000
2009,"Bento Gonçalves, Brazil",6150000
2010,"Fortaleza, CE, Brazil",64300000
2011,"Tarragona, Catalonia, Spain",14500000
2012,"New Paltz, NY, USA",738000
2013,"Madrid, Spain - LDOW Workshop",71300000
2014,"Ancona, Italy",27100000
2015,"Cambridge, MA, USA, November 5, 2009",133000000
2016,"Montreal, QC, Canada",383000000
2017,"Murcia, Spain",118000000
2018,"Savannah, GA, USA",74500000
2019,"Kelowna, Canada",31900000
2020,"Lafayette, Louisiana, USA",73500000
2021," Anchorage, Alaska, USA",67000000
2022,"Riga, Latvia - Workshops",2030000
2023,"Montreal, Canada - CSET",305000000
2024,"Montreal, Canada - EVT/WOTE",311000
2025,"Singapore,",1390000000
2026,"Denver, CO, USA - Workshop on Feature-Oriented Software Development",2510000
2027,"Los Angeles, CA, USA / Bielefeld, Germany",14100000
2028,"Bridgeport, CT, USA - SCSS",2460000
2029,"Odense, Denmar",148000000
2030,"Vic, Spain",44300000
2031,"Oxford, United Kingdom",559000000
2032,"Guadalajara, Jalisco, Mexico",105000000
2033,"Orlando, Florida, USA - Proceedings",16000000
2034,"Montpellier, France - Volume 1",65600000
2035,"Markham, Ontario, Canada",51000000
2036,"Montpellier, France - Volume 2",64300000
2037,"Portland, Oregon, USA - Companion",25200000
2038,"Portland, Oregon, USA - Proceedings",8330000
2039,"Athens, Georgia, USA",146000000
2040,"Wailea, Maui, Hawaii, USA",358000
2041,"Hatfield, Herthfordshire, UK",9690000
2042,"Newport, Rhode Island, USA",32000000
2043,"Fribourg, Suisse",48000000
2044,"Trondheim, Norway / Seoul, Korea",415000
2045,"San José, CA, USA",972000000
2046,"Lima, Peru",404000000
2047,"Reykjavik, Iceland",58500000
2048,"Chisinau, Moldova",31700000
2049,"Processing, Hardcopy, and Applications 2006",7380000
2050,"Seoul, Korea (in conjuction with VLDB 2006)",120000
2051,"Alghero, Sardinia, Italy",4530000
2052,"Passau, Germany - Service Oriented Electronic Commerce",143000
2053,"Moncton, New Brunswick, Canada",23100000
2054,"Venezia, Italy - CAI",437000
2055,"Athens, GA, USA - WoMO",546000
2056,"Venezia, Italy - BELIV",2740000
2057,"Athens, GA, USA",123000000
2058,"Athens, GA, USA - Ontology Matching",624000
2059,"Athens, GA, USA - SEBIZ",64900
2060,"Athens, GA, USA - SEMPS",9
2061,"Riva del Garda, Italy",16700000
2062," Namur, Belgium",16900000
2063,"Chania, Crete, Greece",14600000
2064,"Ouro Preto, Minas Gerais, Brazil",29700000
2065,"Ouro Preto, MG, Brazil",8230000
2066,"Tempe, AZ, USA",32000000
2067,"Athens, Greece - Posters and Demos",13700000
2068,"Fortaleza, Brazil (Supplement of Bioinformatics)",108000
2069,"Manzanillo, Colima, Mexico",5530000
2070,"Hakodate, Japan / 2005",705000
2071,"Hammamet, Tunisie",7580000
2072,"Nice, France - Selected Papers",208000000
2073,"Puerto Vallarta, Mexico",45400000
2074,"Shanghai, Beijing, China",181000000
2075,"Gyeongju, Korea",5360000
2076,"Amsterdam, Netherlands",727000000
2077,"Rhodes Island, Greece",33400000
2078,"Rio de Janeiro, RJ, Brasil",500000000
2079,"Szklarska Poreba, Poland",759000
2080,"Jinan, China - Volume 1",7620000
2081,"Jinan, China - Volume 2",7710000
2082,"Jinan, China - Volume 3",7790000
2083,"Kennesaw, Georgia, USA",22300000
2084,"Island of Kos, Greece",20000000
2085,"Boston, MA, Wisconsin, USA",74700000
2086,"Windermere, Lake District, UK",6120000
2087,"Graz, Austria - Volume 1",14800000
2088,"Graz, Austria - Volume 2",18600000
2089,"Graz, Austria - Volume 3",15200000
2090,"Bern, Switzerland",196000000
2091,"Graz, Austria - Volume 4",12900000
2092,"Graz, Austria - CVAMIA Workshop",86300
2093,"Portland, Maine, USA",68100000
2094,"Hollywood, CA, USA",325000000
2095,"Graz, Austria - Workshop on HCI",161000
2096,"Guadeloupe, French Caribbean",False
2097,"Natal, Brazil",104000000
2098,"Chicago, USA (SIGMOD 2006 Workshop)",195000
2099,"Hasselt, Belgium",12600000
2100,"Vancouver, BC, Canada - HotSec",299000
2101,"Vancouver, BC, Canada - EVT",323000
2102,"Noosa, Queensland, Australia",12200000
2103,"Windsor, UK",267000000
